test_name,millis,elapsed_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag_g,accel_dynamic_g
walking,28513,24365,0.6060,0.3760,0.9724,-11.47,52.46,40.98,1.2059,0.2059
walking,28525,24377,0.4978,0.3147,0.9934,-12.40,44.91,41.16,1.1549,0.1549
walking,28537,24389,0.4209,0.2791,1.0085,-10.81,30.69,36.47,1.1279,0.1279
walking,28549,24401,0.3828,0.2427,0.9856,-8.11,6.78,28.30,1.0848,0.0848
walking,28561,24413,0.3962,0.2437,0.9116,-7.69,-10.02,20.54,1.0234,0.0234
walking,28589,24441,0.4541,0.2859,0.7395,-8.53,-7.24,15.05,0.9137,0.0863
walking,28601,24453,0.4231,0.2922,0.7058,-4.00,-1.87,14.41,0.8733,0.1267
walking,28613,24465,0.3826,0.2842,0.7095,5.53,-1.43,10.98,0.8547,0.1453
walking,28625,24477,0.3621,0.2871,0.7039,15.37,-4.37,8.46,0.8420,0.1580
walking,28637,24489,0.3809,0.3027,0.7114,22.27,-4.65,9.18,0.8619,0.1381
walking,28649,24501,0.4016,0.3113,0.7200,24.88,0.82,12.24,0.8812,0.1188
walking,28661,24513,0.4285,0.3184,0.7463,24.31,9.14,17.37,0.9176,0.0824
walking,28673,24525,0.4121,0.3198,0.8010,21.83,16.08,24.07,0.9559,0.0441
walking,28685,24537,0.4087,0.3113,0.8579,15.68,21.05,31.49,1.0000,0.0000
walking,28697,24549,0.3750,0.2551,0.9041,11.69,22.98,32.53,1.0114,0.0114
walking,28730,24582,0.2700,0.1912,0.8994,2.24,-6.89,18.10,0.9583,0.0417
walking,28742,24594,0.2952,0.2107,0.8081,-2.86,-17.33,9.80,0.8857,0.1143
walking,28754,24606,0.3584,0.2476,0.7134,-7.47,-23.38,4.82,0.8358,0.1642
walking,28766,24618,0.4265,0.3159,0.6343,-10.85,-21.90,3.34,0.8271,0.1729
walking,28778,24630,0.5015,0.3591,0.5740,-12.06,-14.33,5.34,0.8425,0.1575
walking,28790,24642,0.5830,0.3757,0.4910,-11.15,-4.62,8.52,0.8498,0.1502
walking,28802,24654,0.5437,0.3430,0.5503,-8.19,8.02,12.49,0.8462,0.1538
walking,28814,24666,0.4856,0.3403,0.6082,-4.21,17.95,13.77,0.8494,0.1506
walking,28826,24678,0.4438,0.3171,0.6633,0.85,24.54,11.09,0.8588,0.1412
walking,28838,24690,0.4080,0.3064,0.7551,5.56,23.74,8.59,0.9113,0.0887
walking,28866,24718,0.3784,0.2917,0.8833,9.69,6.67,-2.54,1.0043,0.0043
walking,28878,24730,0.3865,0.2947,0.8923,7.45,-3.60,-5.59,1.0161,0.0161
walking,28890,24742,0.3650,0.3103,0.9663,-2.44,-15.32,-3.89,1.0785,0.0785
walking,28902,24754,0.3896,0.3484,0.8538,-10.95,-20.97,-5.60,1.0011,0.0011
walking,28914,24766,0.4119,0.3713,0.7842,-18.99,-25.38,-6.34,0.9604,0.0396
walking,28926,24778,0.4187,0.3735,0.7004,-23.24,-26.13,-7.23,0.8975,0.1025
walking,28938,24790,0.4360,0.3850,0.6489,-24.31,-26.40,-7.26,0.8715,0.1285
walking,28950,24802,0.4570,0.3909,0.5933,-23.99,-22.00,-6.94,0.8448,0.1552
walking,28962,24814,0.5007,0.3970,0.5920,-21.21,-13.22,-6.38,0.8711,0.1289
walking,28974,24826,0.4863,0.3987,0.5962,-15.53,-6.46,-6.97,0.8665,0.1335
walking,29007,24859,0.4834,0.3811,0.6970,0.15,-8.41,-13.66,0.9299,0.0701
walking,29019,24871,0.5100,0.3938,0.7432,3.29,-9.24,-15.93,0.9836,0.0164
walking,29031,24883,0.5439,0.4133,0.7805,2.61,-7.93,-15.69,1.0373,0.0373
walking,29043,24895,0.5552,0.4221,0.8296,0.66,-4.52,-13.95,1.0838,0.0838
walking,29055,24907,0.5481,0.4287,0.8691,-1.75,-2.27,-11.65,1.1134,0.1134
walking,29067,24919,0.4985,0.4290,0.9607,-4.16,-4.95,-8.37,1.1642,0.1642
walking,29079,24931,0.4983,0.4214,0.9590,-6.15,-7.71,-6.55,1.1600,0.1600
walking,29091,24943,0.4937,0.4204,0.9634,-8.30,-17.89,-5.82,1.1613,0.1613
walking,29103,24955,0.5005,0.4282,0.9448,-12.87,-21.38,-5.01,1.1518,0.1518
walking,29115,24967,0.5586,0.4253,0.9019,-18.80,-17.20,-1.63,1.1429,0.1429
walking,29143,24995,0.5762,0.3694,0.9028,-22.31,8.33,8.22,1.1329,0.1329
walking,29155,25007,0.5164,0.3303,0.9563,-19.33,13.81,7.65,1.1359,0.1359
walking,29167,25019,0.4707,0.2788,0.9802,-14.29,11.04,2.09,1.1226,0.1226
walking,29179,25031,0.4248,0.2495,1.0085,-10.47,4.04,-3.84,1.1224,0.1224
walking,29191,25043,0.4021,0.2449,0.9653,-7.02,-6.46,-10.80,1.0740,0.0740
walking,29203,25055,0.4077,0.2441,0.9082,-4.53,-18.95,-16.43,1.0250,0.0250
walking,29215,25067,0.4009,0.2388,0.8176,-2.81,-29.34,-20.73,0.9414,0.0586
walking,29227,25079,0.4163,0.2375,0.7056,-2.73,-34.03,-24.27,0.8530,0.1470
walking,29239,25091,0.4348,0.2515,0.6106,-3.70,-34.53,-25.69,0.7906,0.2094
walking,29251,25103,0.4595,0.2588,0.5300,-5.08,-26.55,-25.44,0.7477,0.2523
walking,29284,25136,0.4910,0.2485,0.4712,2.31,10.24,-24.08,0.7245,0.2755
walking,29296,25148,0.4648,0.2627,0.5459,7.38,17.68,-22.89,0.7636,0.2364
walking,29308,25160,0.4966,0.2817,0.6191,10.27,25.75,-19.50,0.8422,0.1578
walking,29320,25172,0.5339,0.3018,0.7048,13.25,33.24,-15.02,0.9343,0.0657
walking,29332,25184,0.5632,0.3022,0.7981,14.22,39.40,-7.02,1.0225,0.0225
walking,29344,25196,0.5725,0.2944,0.8940,13.02,41.08,1.89,1.1017,0.1017
walking,29356,25208,0.5056,0.2788,1.0525,8.38,34.66,9.82,1.2005,0.2005
walking,29368,25220,0.4919,0.2417,1.0393,3.71,26.75,12.89,1.1750,0.1750
walking,29380,25232,0.4363,0.2305,1.0583,-1.85,10.76,11.56,1.1677,0.1677
walking,29392,25244,0.4036,0.2180,1.0261,-7.98,-6.24,8.23,1.1240,0.1240
walking,29420,25272,0.4060,0.2625,0.7310,-17.63,-34.02,-0.02,0.8764,0.1236
walking,29432,25284,0.4280,0.2825,0.6128,-19.22,-34.76,-0.07,0.7990,0.2010
walking,29444,25296,0.4500,0.3066,0.5144,-19.30,-28.12,0.49,0.7491,0.2509
walking,29456,25308,0.5222,0.3196,0.4062,-16.72,-15.15,2.31,0.7348,0.2652
walking,29468,25320,0.5339,0.3386,0.4058,-13.05,-0.14,1.21,0.7513,0.2487
walking,29480,25332,0.4783,0.3381,0.4436,-7.67,11.34,1.31,0.7348,0.2652
walking,29492,25344,0.5105,0.3188,0.4817,-1.01,19.22,1.92,0.7709,0.2291
walking,29504,25356,0.5071,0.3179,0.5652,5.05,28.45,2.67,0.8232,0.1768
walking,29516,25368,0.4900,0.3201,0.6079,12.45,30.67,2.15,0.8439,0.1561
walking,29528,25380,0.4902,0.3188,0.6975,19.63,26.27,1.40,0.9102,0.0898
walking,29561,25413,0.5520,0.3643,0.8176,15.23,11.43,1.17,1.0516,0.0516
walking,29573,25425,0.5793,0.3906,0.8398,7.61,6.88,6.28,1.0925,0.0925
walking,29585,25437,0.5872,0.3938,0.8123,2.00,6.48,8.86,1.0768,0.0768
walking,29597,25449,0.5779,0.3838,0.8054,-1.65,7.76,11.85,1.0630,0.0630
walking,29609,25461,0.5552,0.3677,0.8103,-2.76,8.63,14.06,1.0488,0.0488
walking,29621,25473,0.5298,0.3435,0.8130,-2.85,8.18,14.64,1.0294,0.0294
walking,29633,25485,0.4910,0.3259,0.8079,-2.09,8.50,12.11,1.0000,0.0000
walking,29645,25497,0.4600,0.3206,0.8054,-0.58,5.48,8.31,0.9813,0.0187
walking,29657,25509,0.4780,0.3267,0.7952,0.82,2.34,5.24,0.9836,0.0164
walking,29669,25521,0.5359,0.3496,0.7991,-0.46,6.02,4.48,1.0237,0.0237
walking,29697,25549,0.6145,0.4353,0.9309,-6.34,40.16,17.52,1.1974,0.1974
walking,29709,25561,0.6006,0.4089,0.9900,-8.31,50.18,25.35,1.2280,0.2280
walking,29721,25573,0.4829,0.3494,1.0820,-8.14,44.10,28.55,1.2353,0.2353
walking,29733,25585,0.3733,0.3047,1.1167,-8.32,23.74,25.46,1.2162,0.2162
walking,29745,25597,0.3350,0.2759,1.0776,-10.95,1.85,16.24,1.1617,0.1617
walking,29757,25609,0.3474,0.2759,0.9692,-15.48,-15.48,8.52,1.0659,0.0659
walking,29769,25621,0.4119,0.3101,0.8123,-18.39,-21.96,4.74,0.9620,0.0380
walking,29781,25633,0.4221,0.3303,0.6985,-18.41,-20.66,5.21,0.8804,0.1196
walking,29793,25645,0.4297,0.3357,0.6128,-15.18,-14.02,6.76,0.8203,0.1797
walking,29805,25657,0.4033,0.3420,0.5569,-6.70,-4.63,6.73,0.7680,0.2320
walking,29857,25709,0.4558,0.3962,0.7588,36.58,32.72,21.33,0.9698,0.0302
walking,29869,25721,0.1851,0.3782,1.1968,33.15,33.07,32.92,1.2687,0.2687
walking,29881,25733,0.3613,0.3135,1.0920,23.98,38.08,43.77,1.1922,0.1922
walking,29893,25745,0.3215,0.2778,1.1389,16.05,24.69,47.02,1.2156,0.2156
walking,29905,25757,0.2502,0.2446,1.1492,7.56,5.98,44.23,1.2013,0.2013
walking,29917,25769,0.1948,0.2070,1.0664,-2.20,-18.56,36.29,1.1036,0.1036
walking,29929,25781,0.2581,0.2065,0.9133,-12.13,-38.82,29.33,0.9713,0.0287
walking,29941,25793,0.2605,0.2422,0.7722,-18.58,-37.63,19.81,0.8502,0.1498
walking,29953,25805,0.3342,0.2791,0.5813,-21.40,-35.71,18.38,0.7263,0.2737
walking,29965,25817,0.4470,0.3074,0.4580,-19.05,-20.84,20.11,0.7100,0.2900
walking,30002,25854,0.4421,0.3120,0.4753,10.92,15.56,19.57,0.7203,0.2797
walking,30014,25866,0.4331,0.3179,0.5190,21.50,21.65,19.36,0.7470,0.2530
walking,30026,25878,0.3447,0.3367,0.6760,26.15,19.14,15.84,0.8302,0.1698
walking,30038,25890,0.4111,0.3232,0.7368,25.23,25.05,12.69,0.9036,0.0964
walking,30050,25902,0.4519,0.3181,0.7957,20.79,24.86,9.55,0.9688,0.0312
walking,30062,25914,0.4702,0.3210,0.8721,11.13,16.00,10.84,1.0415,0.0415
walking,30074,25926,0.4863,0.3328,0.8914,1.79,15.24,9.37,1.0685,0.0685
walking,30086,25938,0.4727,0.3347,0.9004,-6.11,8.05,7.24,1.0706,0.0706
walking,30098,25950,0.4590,0.3206,0.8733,-11.04,-0.17,4.89,1.0373,0.0373
walking,30110,25962,0.4517,0.3193,0.8367,-13.58,-9.60,2.11,1.0030,0.0030
walking,30138,25990,0.4944,0.3513,0.7480,-15.86,-18.03,-1.92,0.9630,0.0370
walking,30150,26002,0.5110,0.3513,0.7112,-15.86,-16.50,-1.46,0.9436,0.0564
walking,30162,26014,0.5181,0.3413,0.6958,-14.91,-11.79,-0.98,0.9322,0.0678
walking,30174,26026,0.4768,0.3408,0.6895,-12.05,-7.35,-3.21,0.9049,0.0951
walking,30186,26038,0.4609,0.3489,0.7280,-9.05,-7.11,-6.85,0.9296,0.0704
walking,30198,26050,0.4641,0.3467,0.7483,-8.07,-7.18,-10.23,0.9463,0.0537
walking,30210,26062,0.4941,0.3560,0.7891,-8.24,-5.79,-13.52,0.9967,0.0033
walking,30222,26074,0.4824,0.3572,0.8269,-9.37,-4.09,-15.78,1.0218,0.0218
walking,30234,26086,0.4827,0.3743,0.8530,-9.86,-5.42,-17.05,1.0491,0.0491
walking,30246,26098,0.4714,0.3794,0.8652,-9.44,-10.22,-18.07,1.0559,0.0559
walking,30279,26131,0.4746,0.4065,0.8003,-13.12,-30.83,-20.09,1.0154,0.0154
walking,30291,26143,0.5068,0.4331,0.7236,-18.45,-28.73,-19.14,0.9839,0.0161
walking,30303,26155,0.5793,0.4500,0.6960,-22.95,-17.73,-14.57,1.0112,0.0112
walking,30315,26167,0.6382,0.4419,0.6902,-24.75,-0.37,-8.89,1.0387,0.0387
walking,30327,26179,0.6213,0.4075,0.7380,-24.51,17.28,-3.08,1.0473,0.0473
walking,30339,26191,0.5828,0.3530,0.8440,-23.38,28.72,-0.49,1.0847,0.0847
walking,30351,26203,0.5171,0.3018,0.9695,-20.96,28.42,-2.34,1.1394,0.1394
walking,30363,26215,0.4944,0.2522,1.0410,-17.31,20.64,-7.08,1.1797,0.1797
walking,30375,26227,0.4702,0.2114,1.0632,-13.44,8.69,-11.95,1.1816,0.1816
walking,30387,26239,0.4641,0.1943,1.0317,-7.98,-10.27,-18.42,1.1479,0.1479
walking,30415,26267,0.4377,0.2183,0.8179,-7.55,-45.43,-29.61,0.9530,0.0470
walking,30427,26279,0.4575,0.2515,0.6692,-10.76,-45.97,-32.27,0.8487,0.1513
walking,30439,26291,0.4944,0.2749,0.5544,-11.48,-39.11,-32.44,0.7921,0.2079
walking,30451,26303,0.5190,0.2778,0.4968,-10.81,-24.84,-29.53,0.7703,0.2297
walking,30463,26315,0.5242,0.2642,0.5220,-8.35,-6.51,-26.81,0.7855,0.2145
walking,30475,26327,0.5024,0.2725,0.5664,-4.15,12.24,-24.94,0.8047,0.1953
walking,30487,26339,0.4761,0.2678,0.6621,2.06,21.73,-22.30,0.8583,0.1417
walking,30499,26351,0.4724,0.2737,0.7385,9.89,24.35,-19.10,0.9184,0.0816
walking,30511,26363,0.5120,0.2820,0.8220,16.40,24.12,-13.79,1.0086,0.0086
walking,30523,26375,0.5044,0.2637,0.9202,16.08,18.21,-5.99,1.0820,0.0820
walking,30556,26408,0.5181,0.2500,1.0815,-1.11,-2.77,11.47,1.2250,0.2250
walking,30568,26420,0.4084,0.2163,1.0193,-7.79,-19.06,11.21,1.1192,0.1192
walking,30580,26432,0.3555,0.2095,0.9358,-15.80,-28.57,7.43,1.0227,0.0227
walking,30592,26444,0.3621,0.2209,0.8044,-21.40,-35.16,1.74,0.9094,0.0906
walking,30604,26456,0.3867,0.2236,0.6326,-23.37,-34.75,-3.76,0.7744,0.2256
walking,30616,26468,0.4119,0.2344,0.5122,-23.11,-29.71,-4.85,0.6978,0.3022
walking,30628,26480,0.3335,0.2610,0.5068,-21.08,-23.37,-6.38,0.6605,0.3395
walking,30640,26492,0.4238,0.2979,0.4402,-14.79,-11.71,-6.79,0.6798,0.3202
walking,30652,26504,0.4736,0.3120,0.4265,-6.05,-0.67,-6.89,0.7096,0.2904
walking,30664,26516,0.5151,0.3098,0.4712,2.50,9.96,-4.04,0.7638,0.2362
walking,30692,26544,0.5044,0.3101,0.6641,13.08,25.66,0.57,0.8897,0.1103
walking,30704,26556,0.5093,0.3147,0.7419,14.17,26.37,0.50,0.9534,0.0466
walking,30716,26568,0.4543,0.3157,0.8782,12.15,13.02,2.15,1.0379,0.0379
walking,30728,26580,0.5483,0.3457,0.8750,8.05,13.94,6.24,1.0890,0.0890
walking,30740,26592,0.5786,0.3489,0.8909,4.19,5.79,8.56,1.1181,0.1181
walking,30752,26604,0.5933,0.3577,0.8882,0.52,2.06,12.67,1.1264,0.1264
walking,30764,26616,0.5688,0.3469,0.8479,-1.31,-1.15,16.05,1.0784,0.0784
walking,30776,26628,0.5586,0.3374,0.8025,-1.33,-3.34,18.49,1.0343,0.0343
walking,30788,26640,0.5552,0.3208,0.7615,0.37,-3.66,20.31,0.9955,0.0045
walking,30800,26652,0.5391,0.3181,0.7141,3.24,-1.07,21.34,0.9496,0.0504
walking,30833,26685,0.5002,0.3000,0.7446,11.19,8.12,23.58,0.9459,0.0541
walking,30845,26697,0.5132,0.3040,0.7681,11.64,3.78,22.38,0.9725,0.0275
walking,30857,26709,0.5024,0.3196,0.7803,7.54,5.90,21.16,0.9815,0.0185
walking,30869,26721,0.5479,0.3687,0.7815,1.13,13.27,22.99,1.0231,0.0231
walking,30881,26733,0.5974,0.3918,0.8271,-4.44,25.61,29.49,1.0930,0.0930
walking,30893,26745,0.6350,0.4150,0.8799,-6.50,38.33,37.29,1.1618,0.1618
walking,30905,26757,0.5769,0.3694,0.9619,-5.34,42.07,45.21,1.1809,0.1809
walking,30917,26769,0.4702,0.3035,1.0247,-3.67,31.55,46.52,1.1675,0.1675
walking,30929,26781,0.4026,0.2708,1.0217,-3.11,14.27,40.37,1.1311,0.1311
walking,30941,26793,0.4014,0.2676,0.9495,-5.27,-0.16,33.31,1.0650,0.0650
walking,30969,26821,0.4629,0.2947,0.6970,-7.08,-2.95,25.09,0.8871,0.1129
walking,30981,26833,0.4253,0.2849,0.6570,-3.22,-0.86,23.29,0.8329,0.1671
walking,30993,26845,0.3892,0.2773,0.6177,4.63,3.67,18.79,0.7810,0.2190
walking,31005,26857,0.3662,0.3069,0.5986,15.44,8.57,13.93,0.7659,0.2341
walking,31017,26869,0.3921,0.3247,0.6189,26.75,10.42,12.19,0.8014,0.1986
walking,31029,26881,0.4143,0.3516,0.6711,35.22,13.34,13.80,0.8635,0.1365
walking,31041,26893,0.4998,0.3862,0.7690,36.98,17.19,20.56,0.9952,0.0048
walking,31053,26905,0.4500,0.3933,0.8101,31.69,19.98,28.30,1.0066,0.0066
walking,31065,26917,0.4028,0.3984,0.8997,24.31,21.46,36.20,1.0632,0.0632
walking,31077,26929,0.4241,0.3584,0.9548,16.44,16.54,46.52,1.1045,0.1045
walking,31105,26957,0.3181,0.2458,0.9343,-3.31,8.74,52.16,1.0172,0.0172
walking,31117,26969,0.3052,0.1946,0.8818,-7.34,-3.24,47.32,0.9532,0.0468
walking,31129,26981,0.3652,0.1709,0.7598,-7.87,-11.97,41.76,0.8601,0.1399
walking,31141,26993,0.3513,0.2046,0.6814,-6.05,-9.65,31.31,0.7935,0.2065
walking,31153,27005,0.3623,0.2214,0.6138,-2.53,-8.79,24.17,0.7463,0.2537
walking,31165,27017,0.4602,0.2500,0.5425,2.77,-1.88,22.18,0.7540,0.2460
walking,31177,27029,0.4844,0.2996,0.5225,10.33,9.20,22.80,0.7729,0.2271
walking,31189,27041,0.4839,0.3433,0.5425,19.27,17.49,22.80,0.8039,0.1961
walking,31201,27053,0.4854,0.3547,0.6028,26.76,22.34,23.42,0.8513,0.1487
walking,31213,27065,0.5049,0.3777,0.6902,30.44,25.46,26.02,0.9348,0.0652
walking,31246,27098,0.5205,0.3687,0.8679,5.99,18.31,30.14,1.0771,0.0771
walking,31258,27110,0.5054,0.3403,0.8850,-1.79,11.08,31.94,1.0745,0.0745
walking,31270,27122,0.4807,0.3318,0.8469,-6.55,1.40,31.08,1.0288,0.0288
walking,31282,27134,0.4883,0.3113,0.8096,-8.85,-6.73,29.52,0.9953,0.0047
walking,31294,27146,0.4937,0.2971,0.7422,-9.24,-9.67,27.39,0.9396,0.0604
walking,31306,27158,0.4846,0.2971,0.6709,-6.21,-6.40,20.08,0.8793,0.1207
walking,31318,27170,0.4785,0.2812,0.6704,-1.66,-6.03,16.88,0.8704,0.1296
walking,31330,27182,0.4639,0.2864,0.6536,3.91,-4.60,13.26,0.8511,0.1489
walking,31342,27194,0.4724,0.3044,0.6665,9.40,-4.53,9.33,0.8718,0.1282
walking,31354,27206,0.4729,0.3274,0.7007,13.50,-3.74,6.66,0.9065,0.0935
walking,31406,27258,0.5115,0.3994,0.7878,5.95,1.69,10.24,1.0207,0.0207
walking,31418,27270,0.4956,0.3948,0.8154,2.15,2.38,13.42,1.0327,0.0327
walking,31430,27282,0.4868,0.3936,0.8198,1.39,0.91,15.26,1.0315,0.0315
walking,31442,27294,0.4756,0.3767,0.8279,2.65,-3.18,15.42,1.0264,0.0264
walking,31454,27306,0.4656,0.3706,0.8381,4.51,-10.02,15.43,1.0279,0.0279
walking,31466,27318,0.4829,0.3696,0.8179,5.62,-17.44,14.90,1.0192,0.0192
walking,31478,27330,0.5105,0.3809,0.7947,4.01,-20.91,15.56,1.0184,0.0184
walking,31490,27342,0.5208,0.4082,0.7295,1.50,-15.21,15.48,0.9849,0.0151
walking,31502,27354,0.5803,0.4343,0.7109,-0.24,-7.13,19.20,1.0153,0.0153
walking,31514,27366,0.6055,0.4211,0.7551,-1.11,5.62,24.68,1.0555,0.0555
walking,31551,27403,0.5156,0.2903,0.9937,4.15,25.03,28.03,1.1565,0.1565
walking,31563,27415,0.4856,0.2559,1.0559,9.17,11.95,21.56,1.1900,0.1900
walking,31575,27427,0.5420,0.2681,1.1104,12.73,2.22,16.08,1.2643,0.2643
walking,31587,27439,0.4878,0.2856,1.0681,15.06,-10.74,12.36,1.2085,0.2085
walking,31599,27451,0.4895,0.3086,1.0107,15.89,-25.23,8.87,1.1647,0.1647
walking,31611,27463,0.5122,0.2969,0.8977,15.24,-31.31,7.47,1.0753,0.0753
walking,31623,27475,0.4680,0.2871,0.8127,14.73,-34.98,6.43,0.9808,0.0192
walking,31635,27487,0.4280,0.2869,0.7061,15.62,-36.39,1.29,0.8741,0.1259
walking,31647,27499,0.4053,0.2883,0.6111,18.65,-36.16,-1.17,0.7879,0.2121
walking,31659,27511,0.4180,0.2805,0.5195,21.44,-31.38,-2.54,0.7234,0.2766
walking,31687,27539,0.5078,0.3342,0.4863,31.01,3.27,5.00,0.7785,0.2215
walking,31699,27551,0.5559,0.3525,0.5569,36.69,22.02,15.06,0.8622,0.1378
walking,31711,27563,0.4160,0.3740,0.8096,38.21,33.59,25.40,0.9841,0.0159
walking,31723,27575,0.5784,0.3472,0.8335,34.28,49.49,35.48,1.0723,0.0723
walking,31735,27587,0.5332,0.3054,0.9497,30.36,55.80,45.58,1.1312,0.1312
walking,31747,27599,0.4656,0.2515,1.0466,25.40,53.45,51.80,1.1728,0.1728
walking,31759,27611,0.4709,0.2053,1.0300,21.01,41.63,57.69,1.1510,0.1510
walking,31771,27623,0.3660,0.1848,1.0603,17.59,27.64,56.37,1.1368,0.1368
walking,31783,27635,0.3711,0.1741,1.0059,11.82,17.11,48.40,1.0862,0.0862
walking,31795,27647,0.3076,0.1465,0.8999,6.73,-2.98,41.28,0.9622,0.0378
walking,31828,27680,0.4609,0.2412,0.5601,3.57,-14.24,32.38,0.7644,0.2356
walking,31840,27692,0.4214,0.2979,0.5574,6.26,-1.21,31.11,0.7596,0.2404
walking,31852,27704,0.5190,0.2922,0.4849,11.11,9.45,32.02,0.7680,0.2320
walking,31864,27716,0.5442,0.2898,0.4939,17.04,20.43,37.18,0.7900,0.2100
walking,31876,27728,0.5381,0.2939,0.5181,24.05,32.82,42.82,0.8027,0.1973
walking,31888,27740,0.5149,0.2810,0.5535,31.44,42.31,46.04,0.8065,0.1935
walking,31900,27752,0.4944,0.2798,0.6062,37.68,47.41,47.23,0.8308,0.1692
walking,31912,27764,0.4861,0.2871,0.6663,42.63,49.53,48.27,0.8733,0.1267
walking,31924,27776,0.5144,0.2915,0.7385,45.50,50.50,49.62,0.9460,0.0540
walking,31936,27788,0.4519,0.2976,0.8616,44.18,48.98,51.58,1.0174,0.0174
walking,31964,27816,0.5759,0.3215,0.9082,30.76,38.23,64.14,1.1225,0.1225
walking,31976,27828,0.5698,0.3201,0.9189,24.17,33.41,69.61,1.1277,0.1277
walking,31988,27840,0.5581,0.2905,0.8784,19.90,29.57,72.65,1.0805,0.0805
walking,32000,27852,0.5356,0.2700,0.8408,17.85,24.12,74.07,1.0329,0.0329
walking,32012,27864,0.5327,0.2627,0.8110,17.60,18.60,75.74,1.0053,0.0053
walking,32024,27876,0.5417,0.2605,0.7690,19.24,17.47,75.73,0.9761,0.0239
walking,32036,27888,0.5503,0.2568,0.7090,21.37,19.85,74.90,0.9335,0.0665
walking,32048,27900,0.5432,0.2549,0.6641,25.11,22.85,73.73,0.8950,0.1050
walking,32060,27912,0.5342,0.2461,0.6504,29.77,25.92,72.88,0.8769,0.1231
walking,32072,27924,0.5222,0.2542,0.6477,35.20,28.18,70.68,0.8700,0.1300
walking,32105,27957,0.5193,0.2954,0.6833,46.81,27.99,67.68,0.9077,0.0923
walking,32117,27969,0.5681,0.3374,0.6785,44.98,32.77,68.62,0.9471,0.0529
walking,32129,27981,0.6067,0.3691,0.7136,42.32,40.13,71.97,1.0068,0.0068
walking,32141,27993,0.6328,0.3682,0.7627,40.52,50.26,78.60,1.0572,0.0572
walking,32153,28005,0.6011,0.3403,0.8645,39.47,55.58,87.14,1.1066,0.1066
walking,32165,28017,0.5525,0.2969,0.9336,39.22,52.65,93.63,1.1247,0.1247
walking,32177,28029,0.4871,0.2507,0.9932,38.06,40.89,94.85,1.1342,0.1342
walking,32189,28041,0.4397,0.2197,0.9966,34.82,26.82,91.85,1.1112,0.1112
walking,32201,28053,0.4351,0.2107,0.9397,30.04,15.44,88.07,1.0567,0.0567
walking,32213,28065,0.4626,0.2153,0.8528,25.61,9.44,86.86,0.9938,0.0062
walking,32241,28093,0.4292,0.2385,0.6633,25.79,20.01,81.32,0.8253,0.1747
walking,32253,28105,0.4102,0.2483,0.6367,30.38,27.43,77.24,0.7970,0.2030
walking,32265,28117,0.4321,0.2598,0.6179,37.89,34.31,75.18,0.7975,0.2025
walking,32277,28129,0.4446,0.2888,0.6243,46.90,40.20,75.92,0.8190,0.1810
walking,32289,28141,0.4519,0.3142,0.6704,54.92,45.72,77.48,0.8674,0.1326
walking,32301,28153,0.4646,0.3274,0.7317,60.11,51.37,80.30,0.9265,0.0735
walking,32313,28165,0.4404,0.3301,0.8335,56.25,52.93,82.52,0.9988,0.0012
walking,32325,28177,0.4360,0.3523,0.8877,50.35,51.39,83.71,1.0499,0.0499
walking,32337,28189,0.4468,0.3279,0.9268,44.56,48.34,85.18,1.0798,0.0798
walking,32349,28201,0.4497,0.3064,0.9211,39.11,42.32,88.47,1.0699,0.0699
walking,32377,28229,0.4385,0.2903,0.8474,31.07,32.46,85.82,0.9973,0.0027
walking,32389,28241,0.4404,0.2834,0.7896,31.24,31.73,84.31,0.9475,0.0525
walking,32401,28253,0.4407,0.2979,0.7581,33.58,33.76,82.54,0.9260,0.0740
walking,32413,28265,0.4395,0.3069,0.7415,37.45,37.41,80.38,0.9149,0.0851
walking,32425,28277,0.4434,0.3132,0.7454,43.13,39.75,79.38,0.9221,0.0779
walking,32437,28289,0.4387,0.3152,0.7395,48.89,41.03,79.30,0.9158,0.0842
walking,32449,28301,0.4302,0.3157,0.7466,52.76,42.08,79.34,0.9177,0.0823
walking,32461,28313,0.3938,0.3306,0.8052,51.03,41.11,78.56,0.9553,0.0447
walking,32473,28325,0.4182,0.3411,0.8071,47.75,40.76,77.83,0.9709,0.0291
walking,32485,28337,0.4387,0.3406,0.8235,43.68,39.94,79.30,0.9933,0.0067
walking,32518,28370,0.3848,0.3066,0.8186,32.91,36.27,81.05,0.9551,0.0449
walking,32530,28382,0.3877,0.3042,0.7996,32.63,31.68,79.85,0.9392,0.0608
walking,32542,28394,0.4131,0.3079,0.7886,33.99,29.60,79.02,0.9419,0.0581
walking,32554,28406,0.4246,0.3264,0.7722,36.59,30.65,77.02,0.9397,0.0603
walking,32566,28418,0.4453,0.3401,0.7666,39.24,30.59,77.10,0.9495,0.0505
walking,32578,28430,0.4590,0.3462,0.7673,40.86,31.79,78.00,0.9588,0.0412
walking,32590,28442,0.4497,0.3538,0.7761,41.80,32.21,78.63,0.9642,0.0358
walking,32602,28454,0.4524,0.3584,0.7827,41.69,32.10,79.05,0.9725,0.0275
walking,32614,28466,0.4553,0.3555,0.7827,40.50,31.09,79.86,0.9728,0.0272
walking,32626,28478,0.4561,0.3564,0.8005,38.63,30.08,80.78,0.9879,0.0121
