test_name,millis,elapsed_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag_g,accel_dynamic_g
desk_still,5515,1443,0.1777,-0.0662,0.9255,-5.01,-0.09,-0.65,0.9448,0.0552
desk_still,5527,1455,0.1709,-0.0659,0.9307,-4.85,-0.31,-0.71,0.9485,0.0515
desk_still,5539,1467,0.1765,-0.0586,0.9287,-5.14,-0.05,-0.68,0.9472,0.0528
desk_still,5551,1479,0.1758,-0.0669,0.9246,-4.79,-0.23,-0.53,0.9435,0.0565
desk_still,5563,1491,0.1726,-0.0725,0.9216,-5.00,-0.12,-0.68,0.9405,0.0595
desk_still,5575,1503,0.1738,-0.0676,0.9307,-4.85,-0.11,-0.62,0.9492,0.0508
desk_still,5587,1515,0.1726,-0.0667,0.9316,-4.93,-0.20,-0.74,0.9498,0.0502
desk_still,5599,1527,0.1760,-0.0676,0.9275,-4.76,-0.32,-0.96,0.9465,0.0535
desk_still,5611,1539,0.1775,-0.0669,0.9265,-4.98,-0.23,-0.85,0.9457,0.0543
desk_still,5623,1551,0.1750,-0.0706,0.9233,-4.98,-0.18,-0.77,0.9424,0.0576
desk_still,5680,1608,0.1770,-0.0674,0.9282,-4.86,-0.31,-0.65,0.9473,0.0527
desk_still,5692,1620,0.1726,-0.0684,0.9277,-4.86,-0.31,-0.71,0.9461,0.0539
desk_still,5704,1632,0.1807,-0.0708,0.9241,-5.00,0.01,-0.70,0.9442,0.0558
desk_still,5716,1644,0.1763,-0.0676,0.9229,-4.86,-0.21,-0.65,0.9420,0.0580
desk_still,5728,1656,0.1763,-0.0664,0.9333,-4.89,-0.27,-0.78,0.9522,0.0478
desk_still,5740,1668,0.1682,-0.0664,0.9253,-4.73,-0.18,-0.60,0.9428,0.0572
desk_still,5752,1680,0.1809,-0.0671,0.9324,-5.02,-0.01,-0.50,0.9521,0.0479
desk_still,5764,1692,0.1726,-0.0613,0.9231,-4.98,-0.37,-0.87,0.9411,0.0589
desk_still,5776,1704,0.1765,-0.0667,0.9285,-4.92,-0.08,-0.43,0.9474,0.0526
desk_still,5788,1716,0.1716,-0.0640,0.9265,-4.88,-0.24,-0.75,0.9444,0.0556
desk_still,5820,1748,0.1692,-0.0637,0.9236,-4.83,-0.14,-0.73,0.9411,0.0589
desk_still,5832,1760,0.1843,-0.0652,0.9319,-4.89,-0.09,-0.53,0.9522,0.0478
desk_still,5844,1772,0.1731,-0.0691,0.9319,-4.95,-0.08,-0.88,0.9503,0.0497
desk_still,5856,1784,0.1792,-0.0632,0.9214,-4.69,-0.17,-0.73,0.9408,0.0592
desk_still,5868,1796,0.1760,-0.0688,0.9243,-4.85,-0.17,-0.72,0.9434,0.0566
desk_still,5880,1808,0.1780,-0.0652,0.9268,-5.02,-0.24,-0.41,0.9459,0.0541
desk_still,5892,1820,0.1746,-0.0640,0.9246,-4.82,-0.34,-0.67,0.9431,0.0569
desk_still,5904,1832,0.1777,-0.0649,0.9324,-4.83,-0.27,-0.92,0.9514,0.0486
desk_still,5916,1844,0.1770,-0.0691,0.9192,-4.76,-0.24,-0.75,0.9386,0.0614
desk_still,5928,1856,0.1775,-0.0674,0.9172,-4.88,-0.31,-0.58,0.9367,0.0633
desk_still,5961,1889,0.1736,-0.0676,0.9180,-4.72,-0.34,-0.76,0.9367,0.0633
desk_still,5973,1901,0.1729,-0.0686,0.9275,-4.70,-0.25,-0.72,0.9460,0.0540
desk_still,5985,1913,0.1741,-0.0706,0.9211,-4.72,-0.22,-0.72,0.9401,0.0599
desk_still,5997,1925,0.1689,-0.0608,0.9250,-4.82,-0.09,-0.77,0.9423,0.0577
desk_still,6009,1937,0.1758,-0.0667,0.9348,-4.73,-0.08,-0.63,0.9535,0.0465
desk_still,6021,1949,0.1802,-0.0654,0.9282,-4.93,-0.12,-0.85,0.9478,0.0522
desk_still,6033,1961,0.1816,-0.0728,0.9292,-4.68,-0.32,-0.79,0.9496,0.0504
desk_still,6045,1973,0.1794,-0.0662,0.9319,-4.73,-0.25,-0.66,0.9513,0.0487
desk_still,6057,1985,0.1753,-0.0667,0.9297,-4.88,-0.35,-0.57,0.9484,0.0516
desk_still,6069,1997,0.1753,-0.0686,0.9192,-4.80,-0.32,-0.76,0.9383,0.0617
desk_still,6097,2025,0.1753,-0.0662,0.9258,-4.80,-0.13,-0.79,0.9446,0.0554
desk_still,6109,2037,0.1738,-0.0693,0.9185,-4.85,-0.27,-0.46,0.9373,0.0627
desk_still,6121,2049,0.1772,-0.0642,0.9343,-4.78,-0.18,-0.60,0.9532,0.0468
desk_still,6133,2061,0.1753,-0.0708,0.9373,-4.87,-0.11,-0.79,0.9561,0.0439
desk_still,6145,2073,0.1702,-0.0684,0.9358,-4.98,-0.19,-0.97,0.9536,0.0464
desk_still,6157,2085,0.1750,-0.0728,0.9224,-4.86,-0.05,-0.79,0.9416,0.0584
desk_still,6169,2097,0.1750,-0.0686,0.9219,-4.98,-0.18,-0.72,0.9409,0.0591
desk_still,6181,2109,0.1812,-0.0630,0.9255,-4.98,-0.29,-0.74,0.9452,0.0548
desk_still,6193,2121,0.1799,-0.0703,0.9253,-4.77,-0.24,-0.56,0.9452,0.0548
desk_still,6205,2133,0.1721,-0.0659,0.9387,-4.95,-0.30,-0.60,0.9566,0.0434
desk_still,6238,2166,0.1763,-0.0615,0.9236,-4.82,-0.17,-0.66,0.9423,0.0577
desk_still,6250,2178,0.1814,-0.0698,0.9282,-4.61,-0.46,-0.69,0.9484,0.0516
desk_still,6262,2190,0.1743,-0.0681,0.9290,-4.65,-0.21,-0.56,0.9476,0.0524
desk_still,6274,2202,0.1785,-0.0652,0.9304,-4.91,-0.20,-0.78,0.9496,0.0504
desk_still,6286,2214,0.1794,-0.0647,0.9268,-4.81,-0.11,-0.72,0.9462,0.0538
desk_still,6298,2226,0.1804,-0.0642,0.9272,-4.73,-0.06,-0.82,0.9468,0.0532
desk_still,6310,2238,0.1829,-0.0681,0.9280,-4.70,-0.15,-0.47,0.9483,0.0517
desk_still,6322,2250,0.1772,-0.0635,0.9258,-5.15,-0.10,-0.71,0.9447,0.0553
desk_still,6334,2262,0.1772,-0.0669,0.9321,-4.85,-0.26,-0.73,0.9512,0.0488
desk_still,6346,2274,0.1716,-0.0654,0.9319,-4.79,-0.24,-0.75,0.9498,0.0502
desk_still,6405,2333,0.1746,-0.0674,0.9285,-4.85,-0.18,-0.62,0.9471,0.0529
desk_still,6417,2345,0.1753,-0.0664,0.9294,-4.82,-0.26,-0.61,0.9482,0.0518
desk_still,6429,2357,0.1873,-0.0674,0.9385,-4.83,-0.13,-0.88,0.9593,0.0407
desk_still,6441,2369,0.1836,-0.0657,0.9373,-4.92,-0.14,-0.70,0.9573,0.0427
desk_still,6453,2381,0.1792,-0.0662,0.9329,-4.92,-0.15,-0.85,0.9522,0.0478
desk_still,6465,2393,0.1765,-0.0667,0.9292,-4.74,-0.34,-0.63,0.9482,0.0518
desk_still,6477,2405,0.1729,-0.0662,0.9324,-4.85,-0.09,-0.54,0.9506,0.0494
desk_still,6489,2417,0.1819,-0.0674,0.9321,-4.90,-0.23,-0.56,0.9521,0.0479
desk_still,6501,2429,0.1799,-0.0652,0.9329,-4.75,-0.24,-0.53,0.9523,0.0477
desk_still,6513,2441,0.1714,-0.0657,0.9272,-4.86,-0.25,-0.69,0.9452,0.0548
desk_still,6553,2481,0.1772,-0.0654,0.9290,-4.97,-0.10,-0.33,0.9480,0.0520
desk_still,6565,2493,0.1738,-0.0664,0.9319,-4.81,-0.15,-0.50,0.9503,0.0497
desk_still,6577,2505,0.1770,-0.0645,0.9316,-4.86,-0.16,-0.77,0.9505,0.0495
desk_still,6589,2517,0.1755,-0.0696,0.9370,-4.86,-0.31,-0.66,0.9558,0.0442
desk_still,6601,2529,0.1794,-0.0701,0.9229,-4.86,-0.05,-0.67,0.9427,0.0573
desk_still,6613,2541,0.1785,-0.0649,0.9236,-4.84,-0.27,-0.50,0.9429,0.0571
desk_still,6625,2553,0.1804,-0.0679,0.9333,-4.85,-0.09,-0.52,0.9530,0.0470
desk_still,6637,2565,0.1787,-0.0654,0.9341,-4.83,-0.27,-0.95,0.9533,0.0467
desk_still,6649,2577,0.1731,-0.0632,0.9250,-4.88,-0.26,-0.84,0.9432,0.0568
